text,label,all_labels
Grattis @namn till den säkrade platsen i damallsvenskan 2015! 🙌#Unlockweirdhappydance by @namn,pos,"pos,pos"
Jag gillar stolar🤩✨,pos,"pos,pos"
@namn jag älskar dig såå mycket Isac❤️❤️,pos,"pos,pos"
Temat för hästen är ganska galet. 🐎,neu,"neu,neu"
@namn Snygg! 👍,pos,"pos,pos"
#teamjonna 💕,pos,"pos,pos"
"Jag blir så ledsen för hans pappa 😥
Hoppas han mår bättre❤️",neg,"neg,neg"
@namn @namn du är också fin😚,pos,"pos,pos"
HIPP HIPP HURRA FÖR MIN ÄLSKLING IDAG ! GRATTIS PÅ 7 ÅRSDAGEN MAMMAS STORA KILLE ♥ http://t.co/Kt5xumm7oq,pos,"pos,pos"
Äntligen 😂👌👍🇸🇪,pos,"pos,pos"
"Gör snälla mer sådana videos, lika roliga varje gång❤❤😂😂",pos,"pos,pos"
@namn På väg mot sängen? Stor BAMSE och sov så väldigt gott ❤️,pos,"pos,pos"
En köksoffa i gammal stil skulle bli jätte fint i köket där byrån står 😁❤,pos,"pos,pos"
@namn wtf? Så jävla onödigt seriöst 😔,neg,"neg,neg"
Bara kärlek och respekt walla❤️❤️❤️❤️,pos,"pos,pos"
#jonna hahaha fast tycker synd om Jocke😂,pos,"pos,pos"
RT @namn: ALLA SOM VILL VARA MED PÅ EN PRESENT TILL ROBIN RT:A DETTA❤️,neu,"neu,neu"
@namn Eller så låter du solen gå upp i sovrummet 😉 http://t.co/Dd1JFgL5Q8,neu,"neu,neu"
Underhållen av #tyngreradio #tyngre samt #avpod på SK1556 ✈️ tiden går fort när man har kul👍 http://t.co/cY6w7JnmkB,pos,"neu,pos,pos"
Sååååå roligt koncept!!! Du måste göra fler med andra årtionden!!😍😍,pos,"pos,pos"
jag var kär i finsk kille  när  jag var i gymnamsiet ..han var jätte söt och  snäll  .. min famlje fick reda om våran sällskap men jag jag lever förtfarande😂😃🐸😇,neu,"neu,neu"
Snygg video! Bravo 👏,pos,"pos,pos"
Måste alla hata på en sån här fin person?! ❤️😁,neu,"pos,neg,neu,neu"
Stackars palmes fru😥,neg,"neg,neg"
Gilla om du tittar 2017😜,pos,"pos,pos"
Först🎉,pos,"pos,pos"
När kommer en hamster video ❤❤,pos,"pos,pos"
Blir så otroligt glad när du lägger ut videos❤️😍,pos,"pos,pos"
Tack för att du alltid gör mina dagar ljusare! Du är helt fantastisk bästa du❤️❤️❤️❤️,pos,"pos,pos"
"Så fina smycken,tack för en mysig vlogg!❣️",pos,"pos,pos"
@namn Tvärtom! Jag har inte sett någon. 😱 Än.,neu,"neu,neu"
#teamjonna❤️,pos,"pos,pos"
"Wow, blir själv sugen på att göra något liknande med sambon! 😍",pos,"pos,pos"
"Nästan 22k visningar men bara 400-nånting likes? Hmm 🤔 
Känns som ett moneygrab, dvs du tjänar pengar på nån annans video, du utnyttjar Emelie och du hade aldrig ägnat henne en tanke om inte ANJO hade gjort videos på henne.  
ANJO gör åtminstone alla en tjänst och belyser hennes beteende som pågått i ÅR så att fler slipper bli lurade. 
Så sluta leka vit riddare, det är pinsamt.",neg,"neg,neg"
Tråkigt händelse. 😢,neg,"neg,neg"
@namn är mina tweets typ omständliga för dig?😔,neg,"neg,neg"
Äntligen 🙏😍❤️,pos,"pos,pos"
Team Jonna💪,pos,"pos,pos"
Absolut ett av det roligaste pranket som jonna har gjort 😂 #teamjonna,pos,"pos,pos"
@namn (var tvungen att ge tillbaks)😋😋,neu,"neu,neu"
"typiskt missbrukare beteende att skylla ifrån sig att de är anjo som gör fel 🤣 om inte bambi skulle be om swish osv så skulle inte nått bra ämne att gå på, och du lokal du måste vara riktigt avis på anjo, du är fan uppe i hans röv hela tiden, dax att du betalar hyra snart?",neg,"neg,neg"
@namn @namn @namn @namn snälla följ mig. Försökt så många gånger❤️snälla. Det är det ända jag behöver just nu,neu,"N/A,neu,neu"
Otroligt viktigt! Det bästa ni gjort ♥️,pos,"pos,pos"
VI HAR KIRRAT BOENDE I GÖTEBORG OCH JAG KISSAR PÅ MIG AV SPÄNNING😍😍 http://t.co/SGVdI94Dzi,pos,"pos,pos"
RT @namn: Att vara kär kan vara det bästa som finns ❤️,pos,"pos,pos"
"4:00 vandrande pinne 🤣🤣  älskar dig, Therese!! 😂",pos,"N/A,pos,pos"
Så många kloka och viktiga meningar från dig i den här videon 🤍,pos,"pos,pos"
Fick @namn att visa repris på 'boll-under-tröjan' idag. Han har andra schysta moves också. Får se vad som kommer visas på plan 😜,pos,"pos,pos"
Riktigt bra video! Så kul koncept och sjukt fina bilder 🥰,pos,"pos,pos"
Tur du flyttade från det stallet 🤮,neg,"neg,neg"
Therese du måste kolla på när lilla aktuellt intervjuar Pontus Rasmusson!!❤❤,neu,"pos,neu,neu"
@namn Och förresten: Chicago deep dish pizza på Lou Malnatti's. Ta minsta storleken ☺️,neu,"pos,neu,neu"
@namn Har själv inte provat men tror det skulle passa! 😊,pos,"pos,pos"
Fadime jag tycker att du var jätte bra att du gjorde anmälan mot din pappa och bror jag är ledsen för det din pappa gjorde så du dog VILA I FRID 😢❤️,neg,"neg,neg"
@namn riktigt coola bilder 👌,pos,"pos,pos"
@namn aw älskar dig❤️ längtar tills albumet kommer❤️,pos,"pos,pos"
"@namn 🙋, men tror mer att Ella kommer än Victoria",neu,"neu,neu"
Team Jonna💩😱🤘🏻,neu,"pos,neu,neu"
Fan vad arg man blir!!....och john var ju så söt😻😻❤️Vila I Frid,neg,"neg,neg"
Teme Joke💖💕💗💘💝💞💓💜💛💚💙💋💋✌✌,pos,"pos,pos"
@namn såklart 💗💜💗💜,pos,"pos,pos"
@namn Jag vann den! Tack för den förutsägelsen. 👊,pos,"pos,pos"
@namn ÅÅH FICK DU DIN OGGE KRAM??? 😭😭,pos,"neu,pos,pos"
Betala tillbaka 50 kakor på några månader fan lokal alla tjänar inte som youtubers 😂,neg,"neg,neg"
Jag tycker att det blev snyggt♡♥;-),pos,"pos,pos"
"Gör gärna en till sådan här video, superrolig!❤️",pos,"pos,pos"
Alltså fullkomligt älskar er!!🥳😝🥰❤️,pos,"pos,pos"
ÄLSKAR DETHÄR❤️❤️,pos,"pos,pos"
Kung är du min broder ❤️,pos,"pos,pos"
Team Jonna 😂😂😂,pos,"pos,pos"
@namn Såklart! 😊👑,pos,"pos,pos"
"Tack för ännu en underbar video! Låt det växa fram hur du vill ha det i köket. Ni har längtat så efter att få det klart, men det är så vackert redan nu. Du kommer på hur du vill ha det🤗 Vad duktig du är som mediterar. Det gör sån skillnad. Jag försöker ta tid varje dag ett par minuter, att be till Gud om styrka, ro i själen, tacksamhet för allt gott och vägledning för problem och lägga mina bekymmer i hans hand. Det har gjort all skillnad i mitt liv. Är man inte troende så är meditation ett superbra alternativ! Massa kramar till er hela familjen och var rädda om er!❤❤❤",pos,"pos,pos"
R.I.P ❤️,pos,"pos,pos"
Jocke du blev fan så jävla snygg😘😘,pos,"pos,pos"
@namn Desamma. 🇫🇷🍷❤️💚💜💙💛💖💓💕💞💘💌💋💗💍,pos,"pos,pos"
Älskar söndagar när man får en ny video från er! Bästa avslutet på veckan😍💗,pos,"pos,pos"
"Så proffsig och välgjord video! Hoppas på fler likt denna, verkligen inspirerande från början till slut🤩",pos,"pos,pos"
Snyggt💜,pos,"pos,pos"
"Asså Therese du gör alltid min dag, blir så glad när jag ser dig och dina videos ❤❤❤❤💕💕💕",pos,"pos,pos"
#TeamJonna du blev skit snygg! 😂😂,pos,"pos,pos"
@namn jag tänkte det! 😍,pos,"pos,pos"
HUR FAN KAN MAN GÖRA SÅ HÄR!!!!????HEAD SKINS ELLER VAD FAN DOM HETTE VAR NAZISTER😡😡😡😡😡😡😢😢😢😢😢,neg,"neg,neg"
"@namn Hehehe! Ja, låter som en korrekt reaktion! 😂😲😜",pos,"pos,pos"
Själv har jag väntat på ett sånt här spel (Hogwarts Legacy) sen typ 22 år tillbaka 🤣 Ääälskar spelet! Kan inte heller göra annat än att bara spela det atm 🙈,pos,"pos,pos"
Giggo var såååååå säg när han sa aj fan som fan😂😂😂 skattade ihjäl mig,pos,"pos,pos"
Ni ser väl #ABdebatt i kväll. Även reportrar medverkar @namn @namn @namn @namn ➡️ http://t.co/QQGSKPgMEC,neu,"neu,neu"
Bästa videon😍😍😍,pos,"pos,pos"
"Springis = nån som säljer droger år någon annan för pengar. 
Håller helt med om allt du sa om Saga och hon verkar vara en jättefin människa. Dock har hon även spridit hat på tiktok och uttryckt sig kränkande om en annan tjejs utseende. Allt är raderat nu tror jag. Förstår att hon är ung och att alla gör fel har bara svårt att få en klar uppfattning om henne sen det❤",neu,"neu,neu"
Jag får ingenting för han är död 💀 för 2001😢,neg,"neg,neg"
@namn jobbigt med regering i hemmet #bachelor 👌,neu,"neu,neu"
Tim Jonna.👩🏼👩🏼👩🏼👩🏼👩🏼👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻😂😂😂😂😂😂😂😂😂😂😂😂😁😁😁😁😁👍🏻😁🙁👸🏼👸🏼,pos,"pos,pos"
jonna du är best 😂😂😂😂😂😄😄😄😂😂😂😂😂😉😉😉😂😂😂😂😂😄😃😃😃😃😃😂😂😂😂😂😂😂😂😀😊😊😂😂😂😂😂😂 och feresten han va snyg,pos,"pos,pos"
Vilket roligt koncept 😊 vore kul om du gjorde liknande från annat århundrande eller årtionde 😊,pos,"pos,pos"
Denna måndag alltså. Började typiskt dåligt och avslutades typiskt bra. ❤️,neu,"pos,neu,neu"
@namn åhhhh tack så jätte mycket!!!❤️,pos,"pos,pos"
Jag älskar er 😘,pos,"pos,pos"
#teamjonna OFC!!😘😘😂,pos,"pos,pos"
det blev ju jeätte fint💖,pos,"pos,pos"
Team Jonna💋💋,pos,"pos,pos"
Men vad är det för tomtar ?🙄,neg,"neg,neg"
@namn ha en fin dag! 😀,pos,"pos,pos"
"Kan bara killarna komma tillbaks till Sverige. Sen så kan dom bli 14 och 16 igen, så kan man hänga vid studion och träffa dom hela tiden🙏",neu,"pos,neu,neu"
Team Jonna FTW 💞😘,pos,"pos,pos"
Springis är något som är ute och joggar.❤,pos,"pos,pos"
Hur gamla e ni som kommentarer 😂? Känns som alla typ e i medelålderskris o känner att de verkligen måste slösa sin tid på drama😂😂😂,neg,"neg,neg"
Dina videos är så bra och du är legend på Fortnite ❤️❤️❤️❤️,pos,"pos,pos"
Har du sett Anjos senaste video? HUR kan du ens välja att intervjua henne? Usch. Än en gång gör du fel val för din kanal 👎,neg,"neg,neg"
Kung är du Realokal slutta aldrig med de du gör❤️❤️❤️,pos,"pos,pos"
"Otroligt viktig video, ❤️",pos,"pos,pos"
@namn krya på dig! ❤️❤️,pos,"pos,pos"
"@namn run while u can!!!! nä skoja, d e faktiskt underbart fint att städa upp tandpetare efter en annan 99% av tiden 😊💘",neu,"pos,neu,neu"
snyggt menar det på riktigt ❤❤❤,pos,"pos,pos"
RT @namn: ALLA SOM VILL VARA MED PÅ EN PRESENT TILL ROBIN RT:A DETTA❤️,neu,"neu,neu"
"Är så stolt över dig @namn, du kommer gå hur långt som helst ⭐️",pos,"pos,pos"
Äntligen kom videon🫶🏻🥰,pos,"pos,pos"
Tack för retweet @namn Uppskattas 👍😄,pos,"pos,pos"
Hej Therese kan du inte göra en ny video när du testar kläder snälla ❤️❤️❤️,pos,"pos,pos"
@namn glömde lägga upp fotot också😐,neu,"neu,neu"
"Jävla idiotiska idioter!😡😡😡😡
John vi saknar dig❤️❤️",neg,"neg,neu,neg"
Oskar: Va den bra eller? Helen: NEJ! Tack fina Torsgårdens ❤️!,pos,"pos,pos"
JONNA🖕🏻👎🏻😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,neg,"neg,neg"
Men åh❤️ http://t.co/4xYVkVccab,pos,"pos,pos"
Ni verkar har de så mysigt när ni sitter och poddar och dricker kaffe ❤️,pos,"pos,pos"
Vilken härlig video 🥰 rolig idee❤️ historia har alltid varit mitt bästa ämne 🙃,pos,"pos,pos"
"Detox dag 1 av 5.
Detta kan sluta hur som helst 😂",neu,"neu,neu"
Riktig kung 👑 broder 🙏🏻💙 hur får du till så relevanta intervjuer till relevanta ämnen❓,pos,"pos,pos"
13:19 alltså JAG DÖR😂😂😂😂😂😂😂😂,pos,"pos,pos"
Tack att ni gjorde den här videon. Så viktigt 👍🏻,pos,"pos,pos"
"I #nymo blickar vi tillbaka på extremsommaren, vad minns du mer än värmerekord, blixtrekord, solskensrekord, regnrekord &amp; tropiska nätter? 😊",neu,"neu,neu"
"Fruktansvärt onda platser för de oskyldiga människor💔. Och idag gör vi exakt likadant mot de oskyldiga djur, till exempel Grisarna, och alla andra djur för de flesta människorna behov💔.",neg,"neg,neg"
"Samma sak händer i nord Korea och kina, det här måste STOPPAS WE CANT LET HISTORY REPEAT ITSELF. Det är hemskt att man kan plåga människor som är ens egen sort. Its fucked up man plågeri måste stoppas! ITS NOT A JOKE ⚠️",neg,"neg,neg"
"Så fint att få se lite mer av din spiritualitet genom kristallerna och meditationerna. Kan verkligen rekommendera Mala meditation. Då använder man ett mala-halsband (jag har ett rosenkvarts som jag ÄLSKAR och sen säger ett mantra 108. Detta har hjälpt mig otroligt mycket i min utmattning. Det och sen en stund med yoga nidra är såå gott för kropp och själ. 
Tack för en fin vlogg ❤✨",pos,"pos,pos"
Alltså vill åka till Globen nu 😫😫😫😫,neu,"neg,neu,neu"
@namn hahahaha kungsängen 😂,pos,"pos,pos"
"Jag felde faktisk en tår att det har hänt 😭




Ni är så bra att ni kan göra sona här videos. Men ni är best ☺",pos,"pos,pos"
@namn förlåt men jag blir OTROLIGT glad av att höra detta ☺️,pos,"pos,pos"
Älskar dig Terese ❤️,pos,"pos,pos"
Oj vad jag blir glad av att se på dina videos ❤❤❤ dagen blir komplett av att sätta sig framför tvn och kolla på detta 🥰🥰,pos,"pos,pos"
"Det var väll taskigt?😃😂 men kul ändå!!😂😂
",pos,"pos,pos"
Så fin och viktig video❤️,pos,"pos,pos"
Skit i alla små 10-12 åringar som hatar. Du är kung 👑 och är väldigt smart och giltig på det du gör🙏🏻💯 du e legend och fantastisk 👑👑🙏🏻🙏🏻,pos,"pos,pos"
Team Jonna 😀,pos,"pos,pos"
RT @namn: Det är sommar idag igen tydligen 😅,neu,"pos,neu,neu"
👍 #teamjonna,pos,"pos,pos"
@namn Godnatt finaste Katia❤️ #FoooFamily,pos,"pos,pos"
#teamjonna❤️❤️ Blev svinsnyggt👌🏻,pos,"pos,pos"
Team Jonna ❤️,pos,"pos,pos"
@namn @namn Mot bio för att kolla på anabelle✌️,pos,"pos,pos"
#TeamJonna Det blev faktiskt snyggt😊,pos,"pos,pos"
Team Jonna 👍🏻❤️,pos,"pos,pos"
Du är  best sluta aldrig med det ni gör snelaaaa❤love,pos,"pos,pos"
Team Jonna/Jocke👌,pos,"pos,pos"
#teamjonna ❤️😂😂😂,pos,"neu,pos,pos"
"behind the scenes bilden på Andres, Rasmus och Ronja var ju helt underbar 😍",pos,"pos,pos"
Asså teamjockiboi men asså ändå teamjonna för det blev faktiskt snyggt😹,pos,"pos,neu,pos"
springpojke(springis)😂,pos,"pos,pos"
@namn fokusera på bra saker. Skratta. Vinna över det som får en att må dåligt. 💜❤️💜,pos,"pos,pos"
Kan inte sluta skratta 😂😂😂,pos,"pos,pos"
Hösten är härlig när vädret är som idag! Fett nice☀️🍁🍃🍂🌾🍁🌳 http://t.co/FllibP6kMS,pos,"pos,pos"
Ska jag vara ärlig så tycker jag att det vart rätt snyggt 😂,pos,"pos,pos"
 #teamjonna👌🏼,pos,"pos,pos"
@namn Kör vitt skinn 😮,neu,"N/A,neu,neu"
Snyggt men det är farligt! 🤔,neu,"neu,neu"
Jag pissar på en sådan kultur 🤮,neg,"neg,neg"
@namn det som är så gott i en köttgryta😋,pos,"pos,pos"
älskar organisationsvideos!! 🥰,pos,"pos,pos"
"Men HERREGUD vilken hög peoduktionskvalité på hela videon! Kul idé, duktigt genomfört, och lysande underhållning för oss tittare!  Tradition!! 😍😍👏👏👏👏",pos,"pos,pos"
"Tyvärr sa inte bianca fel utan hon menade precis det hon sa.

Att det är svårt att vara ung och ha möjligheter och pengar. Det är det hon menar. Hon menar alltså det är svårt att stå emot när hon har pengar och är ung blabla. 
Stackars som har pengar och möjligheter att göra vad hon vill.
Dem som inte har några pengar eller möjligheter vi är dem lyckliga såklart 🙄",neg,"neg,neg"
Så hemskt hur kan man ha så mycket hat för sin egen dotter och syster usch så hemskt R.I.P. 🌹,neg,"neg,neg"
@namn men annars är religionslektioner nice eller vadå? 😅,neu,"neu,neu"
@namn Blir helt GIDDY av detta beröm! Du är en av mina skrividoler!!! 💖💖💖,pos,"pos,pos"
"Det blev falukorv stekt i baconfett och potatismos (på egenodlad potatis) med smör, grädde och vitlök! Riktigt smaskens! 😄",pos,"pos,pos"
Skänk el ge bort då känns det så mkt bättre än att kasta 💕🌸❤️,pos,"pos,pos"
❤️ mysig video som vanligt. Köket blir så fint 🙂.,pos,"pos,pos"
"👍🏻 Glöm inte bort att Lenin grundade koncentrationslänger långt innan Tyskland. Kommunismen är den värsta ideologin med över 70 miljoner dödade och denna ”flirtar” Vänsterpartiet med!
 https://inblickosteuropa.se/1999/05/kristian-gerner-lenin-massmordare-och-idol/",neg,"neu,neg,neg"
SÅ HIMLA BRA VIDEO!! DUNDER REDIGERING OCH ALLT ÄR BARA PERFEKT!!! SÅ HIMLA SPÄNNANDE OCH INTRESSANT 😍😍😍😍❤❤❤❤❤,pos,"pos,pos"
@namn du har snappat upp något från Pias lektioner😏😏,neu,"pos,neu,neu"
haha bara jag som tyckte att det var roligt när jocke stoppa huvudet i toan😂😂😂,pos,"pos,pos"
@namn HAHAHHA lol ligger på riktigt och asgarvar för mig själv 😂,pos,"pos,pos"
"@namn nej då bossen, varit på min absoluta topp sedan länge 😊👍",neu,"pos,neu,neu"
Bästa videon ni gjort tror jag.💫 iallafall den viktigaste💓👍🏼😱,pos,"pos,pos"
Jag älskar era vidior jag blir så glad varje gång jag ser att ni har lagt upp en ny video!!!👍🏻😊,pos,"pos,pos"
Asså håret blev ju snyggt! 😂👌🏻,pos,"pos,pos"
Blir sååå triggad av hur bumbi uttalar lokals namn 🥸,neg,"neg,neg"
"Så himla hemskt. Usch fy vidriga människor. John var en hjälte, vila i frid🙏❤️",neg,"neg,neg"
Tack för en så fin vlogg som förgyller min kväll. Älskar dina fina tips 🥰längtar redan till söndag,pos,"pos,pos"
"@namn yes, har hittat den (och tappat bort den) två gånger på en månad 😁",pos,"pos,pos"
team jockiboi. detta var för grovt Jonna. du får en 👎av mig,neg,"neg,neg"
En hjälte❤️,pos,"pos,pos"
gud vad kul!❤,pos,"pos,pos"
@namn åh gulle du!!! Du kan bara välja vilken som från min insta om du vill ☺️☺️☺️,pos,"pos,pos"
Alltså du är den bästa youtubern som finns har sätt alla dina videos❤,pos,"pos,pos"
@namn @namn åh va bra att du hade kul💗,pos,"pos,pos"
"R.I.P Klas Ingesson #RIP #Vila #i #frid 
Vi kommer sakna dig! ❤️⚽️💕 @ RIP⚽️❤️💕 http://t.co/n2ZfnKkgND",pos,"N/A,pos,pos"
Tack för era videor. Ni är en fin familj❤❤❤❤❤❤,pos,"pos,pos"
"""Ditt jävla får"" Omg jag kan inte 😂",pos,"pos,pos"
Stöd gala för fred! ❤️💛💚 #kurd #kurdish #kurdistan #sweden #stockholm #vårbergIP #duhok #shengar… http://t.co/XkDq9Td4LT,pos,"pos,pos"
"Ni är så härliga, bästa ni. Ni gör min dag när jag är så låg❤️",pos,"pos,pos"
"@namn neeee ☺️ Men alla tror det! För fan de var snea när jag var 7, haha. Men sen så rätade de upp sig! Som allt här i livet 😚",neu,"neu,neu"
@namn tänkte faktiskt bjuda dig på kycklingspett när vi satt på tuben...det förtjänar en follow❤️❤️,pos,"pos,pos"
Jag tycker att det blev snyggt👍❤️,pos,"pos,pos"
Älskar er och era videos ❤️❤️,pos,"pos,pos"
"Teamjonna💗

#teamjonna",pos,"pos,pos"
"Vafan, så jävla hjärndött avsnitt. Lokal snälla, Bumbi är helt blåst, de flesta tror att hon är på LSS nivå och du söker bekräftelse från henne i din kamp mot Anjo. Lokal skit i det här nu och beblanda dig inte med botten skrapet av Youtube.
Bumbis tankemönster är som en 12årings och hon är 35år!!  Lokal gör en sommarlåt!! Något som liknar SOS 🙏🙏",neg,"neg,neg"
En rejäl bakisfika 😄 @ Wayne's Coffee Liljeholmen http://t.co/GcxSzh4Ksp,pos,"pos,pos"
Team Jonna 💖,pos,"pos,pos"
@namn  Jorå. Känns ok. Men det gör det alltid på morgonen 😋,pos,"pos,pos"
#TeamJonna ❤️,pos,"N/A,pos,pos"
"@namn allt, inget, bra #självgod 😌",neu,"neu,neu"
Perfekta söndags videon ❤️❤️,pos,"pos,pos"
så mysigt att kolla på dig🥰,pos,"pos,pos"
håller med det är snyggt 😊,pos,"pos,pos"
@namn inte allvarligt?😊😊😊 gå och lägg dig gnagarsvin,neg,"neg,neg"
Hahahha känner mig träffad 😂 @namn 😏😏❤️ http://t.co/5ZtjhqHKXl,pos,"pos,pos"
@namn Han är tillbaka 😉,neu,"neu,neu"
29:02 bästa på länge 😂🐈‍⬛,pos,"pos,pos"
@namn  Lycka till nu fina 😘,pos,"pos,pos"
"Hej theres! (De är Elsa som skriver inte Micke jag är bara inloggad på hans profile) jag undrar bara när du brukar lägga upp video, jag har märk att du har börjat lägga upp söndagar varannan vecka. Kam de stämma? Undrar bara och längtar alltid efter att du ska ägga upp! Du är min idol och jag älskar dina videos!❤❤❤❤",pos,"pos,pos"
Sängen och Gossip girl👌,pos,"pos,pos"
Omg 10 min sen!!🫶🏻🫶🏻🤩🤩,pos,"pos,pos"
Mycket bra reportage ❤,pos,"pos,pos"
Nice video👍,pos,"pos,pos"
Jag tyck han blev cool i håret 😂 ,pos,"pos,pos"
"4:27 bra att du stressar mindre, för jag tror allt mitt stressande som jag fortfarande känner av har lett bland annat till min diabetes. Så jävligt viktigt att inte stressa. 😞 lättare sagt än gjort, men ja.",neg,"neg,neg"
😭wow tänk vad en ledare kan ha för makt över människan....,neg,"neg,neg"
Kändes och hördes hos mig i Johanneshov  😱 Larm om kraftig smäll i Stockholm | Nyheter | Aftonbladet http://t.co/04evCZ4zwY,neg,"neg,neg"
Var det mysigt i toan 👍,neu,"N/A,neu,neu"
Sluta aldrig med det du gör!! Du är bäst!!💕,pos,"pos,pos"
Varför slutade jag någonsin lyssna på min iTunes? 6k mästerverk👌,neu,"pos,neu,neu"
#teamjonna alltid❤✌🏽💄💃🏼,pos,"pos,pos"
#teamJonna och #jockeboi❤️,pos,"pos,pos"
#teamjonna❤️😘,pos,"pos,pos"
Den här helgen har varit riktigt bra❤️,pos,"pos,pos"
"Hahah Oskar verkar ju besitta många kunskaper, inte bara renovering och gräsklippning, utan även skönsång med! 😂 Hade ju varit så kul med en ""best of Oskar"" video❤❤😂",pos,"pos,pos"
För grovt inte alls kul😤😤😤,neg,"neg,neg"
Bröva at dansa med thanos PS du är best på fårtnite 🙂,pos,"pos,pos"
Ska se om jag lyckad klå Sara i ölhävning denna gång. Hennes lilla kropp tål mer än vad man tror!🍺🍻🍺,neu,"pos,neu,neu"
Lika om ni tycker att det är läskigt🧟‍♀️☠️👻,neu,"neu,neu"
28:50 katten dööör 😂,pos,"pos,pos"
Grannen har fått hem en räddningshund och vi passar på att gosa ❤️ http://t.co/0ho5MMRtC4,pos,"pos,pos"
@namn Grön juice 👍,neu,"neu,pos,neu"
Ni är så fina hela familjen och genuint äkta i livet ❤jag längtar till era vloggar. Ta det lugnt så du/ni orkar fortsätta ge oss denna fröjd varje vecka. Banne mig bättre än tv idag. Jag och min dotter skall beställa ett varsitt smycke från cielo. Tack för tipset Kram på er,pos,"pos,pos"
Hej Therese!! ❤,pos,"pos,pos"
"omg detta är min DRÖM så avis, SÅ kul video!!🥰",pos,"pos,pos"
"@namn givet, idrotten vill kopplat till aktuell forskning. Personliga anekdoter klarar ni er utan👌",neu,"neu,neu"
@namn haha typ 😝 Nä men skall på konsert i morgon där av att jag är här,neu,"pos,neu,neu"
Tim Jonna 😅😅😅,neu,"neu,neu"
Du är Grym som lät mig få öppna upp mig om allt! Bara du som kan få mig göra de 😻🔥🔥💯,pos,"pos,pos"
Haha giggo är så söt ”aj som fan” 😅😅😅😅🙈,pos,"pos,pos"
Fösta gonen ja spelad THANOS mode i Fortnite så lada ja när meteoren för jag trodde att handske skulle landa där och då landa den där typ 20 meter i från mig så jag fick den första gången jag spela Infinity Gauntlet 🤩🎉👍. Videon blev super bra 👍😂,pos,"pos,pos"
Förtjänar detta så jävla mycket efter allt jävla slit de senaste åren! 👑,pos,"pos,pos"
Din ärlighet och hur rak du e - älskar! ❤️,pos,"pos,pos"
Team Jonna. Du gör roligast prank😂,pos,"pos,pos"
@namn Hahaha - ett lite mer passivt hindrande alltså. 😉,neu,"N/A,neu,neu"
I löööv mi some tacos... Hell yeaah! 😂😂😂,pos,"pos,pos"
@namn @namn Lugn! Vi ska inte snacka AIK. :)  ⚽️,pos,"pos,pos"
"Ni båda är så underbara! 😊 
Därför fick ni precis en ny prenumerant!!😍😜",pos,"pos,pos"
Ni båda är underbara😊 Jonna bra pranks sjukt bra Jocke du är så larvig❤️,pos,"pos,pos"
Haha va härliga ni är 29:05 😂,pos,"pos,pos"
Vårt system ligger nere på jobbet. Så jag kollar Beyonce-filmen 😃😍 heja måndag http://t.co/4ipbYR44Bo,neu,"pos,neu,neu"
Med ❤ på väg t jobbet med Sjövägen. Eldriven och tystgående båt. Men sen blire tuben å allt e som vanligt igen. http://t.co/flgtK0wqpG,neu,"neu,neu"
Du sitter och stöttar en psykiskt sjuk människa! Tragiskt att du måste prata med Emelie för att få någon uppmärksamhet 😂😂😂,neg,"neg,neg"
@namn Alltid kommer det göra någon extra glad! 😉😀,pos,"pos,pos"
Gott nytt år!!!🎉🎉🎉,pos,"pos,pos"
⬇️ förtäckt skryt kände jag direkt...,neg,"neg,neg"
@namn så du vill inte säga att Löfven är en liten skit? 😉 tihi.,neu,"neu,neu"
Tim Jonna 💗,pos,"pos,pos"
#teamjockiboi så klart 💖👍,pos,"pos,pos"
#teamjonna 🎉,pos,"pos,neu,pos"
Den bästa videon jag sett!! Bra jobbat grabbar🙂😔😣,pos,"pos,pos"
Ingen måndag...eller morgon för den delen...utan kaffe!☕️👍 #nespresso http://t.co/Fan2XEXpI8,neu,"pos,neu,neu"
